"Package","VersionGA","VersionPreview","DisplayName","ServiceName","RepoPath","MSDocs","GHDocs","Type","New","PlannedVersions","LatestGADate","FirstGADate","FirstPreviewDate","Support","EOLDate","Hide","Replace","ReplaceGuide","MSDocService","ServiceId","Notes"
"azure_resourcemanager_storagemover","","0.0.1","Resource Management - Storage Mover","Storage","NA","NA","NA","","false","","","","","","","true","","","","",""
"azure_resourcemanager_storagepool","","0.0.1","Resource Management - Storage Pool","Storage","NA","NA","NA","","false","","","","","","","true","","","","",""
"azure_resourcemanager_storagesync","","0.0.1","Resource Management - Storage Sync","Storage","NA","NA","NA","","false","","","","","","","true","","","","",""
"azure_resourcemanager_streamanalytics","","0.0.1","Resource Management - Stream Analytics","Stream Analytics","NA","NA","NA","","false","","","","","","","true","","","","",""
"azure_resourcemanager_subscription","","0.0.1","Resource Management - Subscriptions","Subscriptions","NA","NA","NA","","false","","","","","","","true","","","","",""
"azure_resourcemanager_support","","0.0.1","Resource Management - Support","Support","NA","NA","NA","","false","","","","","","","true","","","","",""
"azure_resourcemanager_synapse","","0.0.1","Resource Management - Synapse","Synapse","NA","NA","NA","","false","","","","","","","true","","","","",""
"azure_resourcemanager_terraform","","0.0.1","Resource Management - Terraform","Terraform","NA","NA","NA","","false","","","","","","","true","","","","",""
"azure_resourcemanager_trafficmanager","","0.0.1","Resource Management - Traffic Manager","Traffic Manager","NA","NA","NA","","false","","","","","","","true","","","","",""
"azure_resourcemanager_trustedsigning","","0.0.1","Resource Management - Trusted Signing","Trusted Signing","NA","NA","NA","","false","","","","","","","true","","","","",""
"azure_resourcemanager_voiceservices","","0.0.1","Resource Management - Voice Services","Voice Services","NA","NA","NA","","false","","","","","","","true","","","","",""
"azure_resourcemanager_webpubsub","","0.0.1","Resource Management - Web PubSub","Web PubSub","NA","NA","NA","","false","","","","","","","true","","","","",""
"azure_resourcemanager_workloadmonitor","","0.0.1","Resource Management - Workload Monitor","Workload Monitor","NA","NA","NA","","false","","","","","","","true","","","","",""
"azure_resourcemanager_workloads","","0.0.1","Resource Management - Workloads","Workloads","NA","NA","NA","","false","","","","","","","true","","","","",""
"azure_search_documents","","0.0.1","Search Documents","Search","NA","NA","NA","","false","","","","","","","true","","","","",""
"azure_security_attestation","","0.0.1","Attestation","Attestation","NA","NA","NA","","false","","","","","","","true","","","","",""
"azure_security_codetransparency","","0.0.1","Security Codetransparency","Security","NA","NA","NA","","false","","","","","","","true","","","","",""
"azure_security_confidentialledger","","0.0.1","Confidential Ledger","Confidential Ledger","NA","NA","NA","","false","","","","","","","true","","","","",""
"azure_security_keyvault_administration","","0.0.1","Key Vault Administration","Key Vault","NA","NA","NA","","false","","","","","","","true","","","","",""
"azure_storage_common","","0.0.1","Storage Common","Storage","NA","NA","NA","","false","","","","","","","true","","","","",""
"azure_storage_datamovement","","0.0.1","Storage Datamovement","Storage","NA","NA","NA","","false","","","","","","","true","","","","",""
"azure_storage_datamovement_blobs","","0.0.1","Storage Datamovement Blobs","Storage","NA","NA","NA","","false","","","","","","","true","","","","",""
"azure_storage_datamovement_files_shares","","0.0.1","Storage Datamovement Files Shares","Storage","NA","NA","NA","","false","","","","","","","true","","","","",""
"azure_storage_files_datalake","","0.0.1","Storage Files Datalake","Storage","NA","NA","NA","","false","","","","","","","true","","","","",""
"azure_storage_files_shares","","0.0.1","Storage Files Shares","Storage","NA","NA","NA","","false","","","","","","","true","","","","",""
"azure_storage_queue","","0.3.0","Storage - Queues","Storage","NA","NA","NA","","false","","","","","","","true","","","","",""
"azure_template","","0.0.0","Template","Other","template","NA","NA","client","true","","","","","","","true","","","","",""
"azure_template_core","","0.0.0","Template Core","Other","template","NA","NA","client","true","","","","","","","true","","","","",""
