"SpecPath","SpecReadmeTag","SpecValidationErrors","ServiceFamily","ResourcePath","Version","VersionType","Type","IsTypeSpec","ServiceLifeCycle","DateCreated","JsonFiles"
"datalake-analytics/data-plane/Microsoft.DataLakeAnalytics/preview/2015-10-01-preview","","","datalake-analytics","Microsoft.DataLakeAnalytics","2015-10-01-preview","preview","data","False","Brownfield","2017-12-28","catalog.json"
"datalake-analytics/data-plane/Microsoft.DataLakeAnalytics/preview/2015-11-01-preview","","","datalake-analytics","Microsoft.DataLakeAnalytics","2015-11-01-preview","preview","data","False","Brownfield","2017-12-28","job.json"
"datalake-analytics/data-plane/Microsoft.DataLakeAnalytics/preview/2016-03-20-preview","","","datalake-analytics","Microsoft.DataLakeAnalytics","2016-03-20-preview","preview","data","False","Brownfield","2017-12-28","job.json"
"datalake-analytics/data-plane/Microsoft.DataLakeAnalytics/preview/2017-09-01-preview","","","datalake-analytics","Microsoft.DataLakeAnalytics","2017-09-01-preview","preview","data","False","Brownfield","2017-12-28","job.json"
"datalake-analytics/data-plane/Microsoft.DataLakeAnalytics/stable/2016-11-01","","","datalake-analytics","Microsoft.DataLakeAnalytics","2016-11-01","stable","data","False","Brownfield","2017-12-28","catalog.json|job.json"
"datalake-analytics/resource-manager","package-preview-2019-11","","datalake-analytics","Microsoft.DataLakeAnalytics","2019-11-01-preview","preview","mgmt","False","Brownfield","2021-09-14","Microsoft.DataLakeAnalytics/preview/2019-11-01-preview/account.json"
"datalake-analytics/resource-manager/Microsoft.DataLakeAnalytics/preview/2015-10-01-preview","","","datalake-analytics","Microsoft.DataLakeAnalytics","2015-10-01-preview","preview","mgmt","False","Brownfield","2017-12-28","account.json"
"datalake-analytics/resource-manager/Microsoft.DataLakeAnalytics/stable/2016-11-01","","","datalake-analytics","Microsoft.DataLakeAnalytics","2016-11-01","stable","mgmt","False","Brownfield","2017-12-28","account.json"
"datalake-store/data-plane/DataLakeStore","package-2016-11","","datalake-store","DataLakeStore","2016-11-01","stable","data","False","Brownfield","","stable/2016-11-01/filesystem.json"
"datalake-store/data-plane/DataLakeStore/preview/2015-10-01-preview","","","datalake-store","DataLakeStore","2015-10-01-preview","preview","data","False","Brownfield","2025-09-19","filesystem.json"
"datalake-store/resource-manager/Microsoft.DataLakeStore/DataLakeStore","package-2016-11","","datalake-store","Microsoft.DataLakeStore/DataLakeStore","2016-11-01","stable","mgmt","False","Brownfield","","stable/2016-11-01/account.json"
"datalake-store/resource-manager/Microsoft.DataLakeStore/DataLakeStore/preview/2015-10-01-preview","","","datalake-store","Microsoft.DataLakeStore/DataLakeStore","2015-10-01-preview","preview","mgmt","False","Brownfield","2025-09-19","account.json"
"datamigration/resource-manager/Microsoft.DataMigration/DataMigration/preview/2017-11-15-preview","","","datamigration","Microsoft.DataMigration/DataMigration","2017-11-15-preview","preview","mgmt","False","Brownfield","2025-09-26","datamigration.json"
"datamigration/resource-manager/Microsoft.DataMigration/DataMigration/preview/2017-11-15-preview/definitions","","","datamigration","Microsoft.DataMigration/DataMigration","2017-11-15-preview","preview","mgmt","False","Brownfield","2025-09-26","Common.json|ConnectToSourceSqlServerTask.json|ConnectToTargetSqlDbTask.json|GetUserTablesSqlTask.json|MigrateSqlServerSqlDbTask.json|MigrationValidation.json|Projects.json|ResourceSkus.json|Services.json|Tasks.json|TasksCommon.json"
"datamigration/resource-manager/Microsoft.DataMigration/DataMigration/preview/2018-03-15-preview","","","datamigration","Microsoft.DataMigration/DataMigration","2018-03-15-preview","preview","mgmt","False","Brownfield","2025-09-26","datamigration.json"
"datamigration/resource-manager/Microsoft.DataMigration/DataMigration/preview/2018-03-15-preview/definitions","","","datamigration","Microsoft.DataMigration/DataMigration","2018-03-15-preview","preview","mgmt","False","Brownfield","2025-09-26","Common.json|ConnectToSourceSqlServerTask.json|ConnectToTargetSqlDbTask.json|ConnectToTargetSqlMITask.json|GetUserTablesSqlTask.json|MigrateSqlServerSqlDbTask.json|MigrateSqlServerSqlMITask.json|MigrationValidation.json|Projects.json|ResourceSkus.json|Services.json|Tasks.json|TasksCommon.json|ValidateMigrationInputSqlServerSqlMITask.json"
"datamigration/resource-manager/Microsoft.DataMigration/DataMigration/preview/2018-03-31-preview","","","datamigration","Microsoft.DataMigration/DataMigration","2018-03-31-preview","preview","mgmt","False","Brownfield","2025-09-26","datamigration.json"
"datamigration/resource-manager/Microsoft.DataMigration/DataMigration/preview/2018-03-31-preview/definitions","","","datamigration","Microsoft.DataMigration/DataMigration","2018-03-31-preview","preview","mgmt","False","Brownfield","2025-09-26","Common.json|ConnectToSourceSqlServerTask.json|ConnectToTargetSqlDbTask.json|ConnectToTargetSqlMITask.json|GetUserTablesSqlTask.json|MigrateSqlServerSqlDbTask.json|MigrateSqlServerSqlMITask.json|MigrationValidation.json|Projects.json|ResourceSkus.json|Services.json|Tasks.json|TasksCommon.json|ValidateMigrationInputSqlServerSqlMITask.json"
"datamigration/resource-manager/Microsoft.DataMigration/DataMigration/preview/2018-07-15-preview","","","datamigration","Microsoft.DataMigration/DataMigration","2018-07-15-preview","preview","mgmt","False","Brownfield","2025-09-26","datamigration.json"
"datamigration/resource-manager/Microsoft.DataMigration/DataMigration/preview/2018-07-15-preview/definitions","","","datamigration","Microsoft.DataMigration/DataMigration","2018-07-15-preview","preview","mgmt","False","Brownfield","2025-09-26","Commands.json|Common.json|ConnectToSourceMySqlTask.json|ConnectToSourcePostgreSqlSyncTask.json|ConnectToSourceSqlServerTask.json|ConnectToTargetAzureDbForMySqlTask.json|ConnectToTargetAzureDbForPostgreSqlSyncTask.json|ConnectToTargetSqlDbTask.json|ConnectToTargetSqlMiSyncTask.json|ConnectToTargetSqlMITask.json|ConnectToTargetSqlSqlDbSyncTask.json|Files.json|GetTdeCertificatesSqlTask.json|GetUserTablesSqlSyncTask.json|GetUserTablesSqlTask.json|MigrateMySqlAzureDbForMySqlSyncTask.json|MigratePostgreSqlAzureDbForPostgreSqlSyncTask.json|MigrateSchemaSqlServerSqlDbTask.json|MigrateSqlServerSqlDbSyncTask.json|MigrateSqlServerSqlDbTask.json|MigrateSqlServerSqlMiSyncTask.json|MigrateSqlServerSqlMITask.json|MigrateSsisTask.json|MigrationValidation.json|MongoDbTasks.json|OracleAzureDbPostgreSqlSyncTask.json|Projects.json|ResourceSkus.json|ServiceFeatureOCITask.json|Services.json|ServiceTasks.json|Tasks.json|TasksCommon.json|ValidateMigrationInputSqlServerSqlMiSyncTask.json|ValidateMigrationInputSqlServerSqlMITask.json|ValidateSyncMigrationInputSqlServerTask.json"
"datamigration/resource-manager/Microsoft.DataMigration/DataMigration/preview/2021-10-30-preview","","","datamigration","Microsoft.DataMigration/DataMigration","2021-10-30-preview","preview","mgmt","False","Brownfield","2025-09-26","datamigration.json|sqlmigration.json"
"datamigration/resource-manager/Microsoft.DataMigration/DataMigration/preview/2021-10-30-preview/definitions","","","datamigration","Microsoft.DataMigration/DataMigration","2021-10-30-preview","preview","mgmt","False","Brownfield","2025-09-26","Commands.json|Common.json|ConnectToSourceMySqlTask.json|ConnectToSourcePostgreSqlSyncTask.json|ConnectToSourceSqlServerTask.json|ConnectToTargetAzureDbForMySqlTask.json|ConnectToTargetAzureDbForPostgreSqlSyncTask.json|ConnectToTargetSqlDbTask.json|ConnectToTargetSqlMiSyncTask.json|ConnectToTargetSqlMITask.json|ConnectToTargetSqlSqlDbSyncTask.json|Files.json|GetTdeCertificatesSqlTask.json|GetUserTablesMySqlTask.json|GetUserTablesSqlSyncTask.json|GetUserTablesSqlTask.json|MigrateMySqlAzureDbForMySqlOfflineTask.json|MigrateMySqlAzureDbForMySqlSyncTask.json|MigratePostgreSqlAzureDbForPostgreSqlSyncTask.json|MigrateSchemaSqlServerSqlDbTask.json|MigrateSqlServerSqlDbSyncTask.json|MigrateSqlServerSqlDbTask.json|MigrateSqlServerSqlMiSyncTask.json|MigrateSqlServerSqlMITask.json|MigrateSsisTask.json|MigrationValidation.json|MongoDbTasks.json|OracleAzureDbPostgreSqlSyncTask.json|Projects.json|ResourceSkus.json|ServiceFeatureOCITask.json|Services.json|ServiceTasks.json|Tasks.json|TasksCommon.json|ValidateMigrationInputSqlServerSqlMiSyncTask.json|ValidateMigrationInputSqlServerSqlMITask.json|ValidateSyncMigrationInputSqlServerTask.json"
"datamigration/resource-manager/Microsoft.DataMigration/DataMigration/preview/2022-01-30-preview","","","datamigration","Microsoft.DataMigration/DataMigration","2022-01-30-preview","preview","mgmt","False","Brownfield","2025-09-26","datamigration.json|sqlmigration.json"
"datamigration/resource-manager/Microsoft.DataMigration/DataMigration/preview/2022-01-30-preview/definitions","","","datamigration","Microsoft.DataMigration/DataMigration","2022-01-30-preview","preview","mgmt","False","Brownfield","2025-09-26","Commands.json|Common.json|ConnectToSourceMySqlTask.json|ConnectToSourcePostgreSqlSyncTask.json|ConnectToSourceSqlServerTask.json|ConnectToTargetAzureDbForMySqlTask.json|ConnectToTargetAzureDbForPostgreSqlSyncTask.json|ConnectToTargetSqlDbTask.json|ConnectToTargetSqlMiSyncTask.json|ConnectToTargetSqlMITask.json|ConnectToTargetSqlSqlDbSyncTask.json|Files.json|GetTdeCertificatesSqlTask.json|GetUserTablesMySqlTask.json|GetUserTablesSqlSyncTask.json|GetUserTablesSqlTask.json|MigrateMySqlAzureDbForMySqlOfflineTask.json|MigrateMySqlAzureDbForMySqlSyncTask.json|MigratePostgreSqlAzureDbForPostgreSqlSyncTask.json|MigrateSchemaSqlServerSqlDbTask.json|MigrateSqlServerSqlDbSyncTask.json|MigrateSqlServerSqlDbTask.json|MigrateSqlServerSqlMiSyncTask.json|MigrateSqlServerSqlMITask.json|MigrateSsisTask.json|MigrationValidation.json|MongoDbTasks.json|OracleAzureDbPostgreSqlSyncTask.json|Projects.json|ResourceSkus.json|ServiceFeatureOCITask.json|Services.json|ServiceTasks.json|Tasks.json|TasksCommon.json|ValidateMigrationInputSqlServerSqlMiSyncTask.json|ValidateMigrationInputSqlServerSqlMITask.json|ValidateSyncMigrationInputSqlServerTask.json"
"datamigration/resource-manager/Microsoft.DataMigration/DataMigration/preview/2022-03-30-preview","","","datamigration","Microsoft.DataMigration/DataMigration","2022-03-30-preview","preview","mgmt","False","Brownfield","2025-09-26","datamigration.json|sqlmigration.json"
"datamigration/resource-manager/Microsoft.DataMigration/DataMigration/preview/2022-03-30-preview/definitions","","","datamigration","Microsoft.DataMigration/DataMigration","2022-03-30-preview","preview","mgmt","False","Brownfield","2025-09-26","Commands.json|Common.json|ConnectToSourceMySqlTask.json|ConnectToSourcePostgreSqlSyncTask.json|ConnectToSourceSqlServerTask.json|ConnectToTargetAzureDbForMySqlTask.json|ConnectToTargetAzureDbForPostgreSqlSyncTask.json|ConnectToTargetSqlDbTask.json|ConnectToTargetSqlMiSyncTask.json|ConnectToTargetSqlMITask.json|ConnectToTargetSqlSqlDbSyncTask.json|Files.json|GetTdeCertificatesSqlTask.json|GetUserTablesMySqlTask.json|GetUserTablesSqlSyncTask.json|GetUserTablesSqlTask.json|MigrateMySqlAzureDbForMySqlOfflineTask.json|MigrateMySqlAzureDbForMySqlSyncTask.json|MigratePostgreSqlAzureDbForPostgreSqlSyncTask.json|MigrateSchemaSqlServerSqlDbTask.json|MigrateSqlServerSqlDbSyncTask.json|MigrateSqlServerSqlDbTask.json|MigrateSqlServerSqlMiSyncTask.json|MigrateSqlServerSqlMITask.json|MigrateSsisTask.json|MigrationValidation.json|MongoDbTasks.json|OracleAzureDbPostgreSqlSyncTask.json|Projects.json|ResourceSkus.json|ServiceFeatureOCITask.json|Services.json|ServiceTasks.json|Tasks.json|TasksCommon.json|ValidateMigrationInputSqlServerSqlMiSyncTask.json|ValidateMigrationInputSqlServerSqlMITask.json|ValidateSyncMigrationInputSqlServerTask.json"
"datamigration/resource-manager/Microsoft.DataMigration/DataMigration/preview/2023-07-15-preview","","","datamigration","Microsoft.DataMigration/DataMigration","2023-07-15-preview","preview","mgmt","False","Brownfield","2025-09-26","datamigration.json|sqlmigration.json"
"datamigration/resource-manager/Microsoft.DataMigration/DataMigration/preview/2023-07-15-preview/definitions","","","datamigration","Microsoft.DataMigration/DataMigration","2023-07-15-preview","preview","mgmt","False","Brownfield","2025-09-26","Commands.json|Common.json|ConnectToSourceMySqlTask.json|ConnectToSourcePostgreSqlSyncTask.json|ConnectToSourceSqlServerTask.json|ConnectToTargetAzureDbForMySqlTask.json|ConnectToTargetAzureDbForPostgreSqlSyncTask.json|ConnectToTargetSqlDbTask.json|ConnectToTargetSqlMiSyncTask.json|ConnectToTargetSqlMITask.json|ConnectToTargetSqlSqlDbSyncTask.json|Files.json|GetTdeCertificatesSqlTask.json|GetUserTablesMySqlTask.json|GetUserTablesSqlSyncTask.json|GetUserTablesSqlTask.json|MigrateMySqlAzureDbForMySqlOfflineTask.json|MigrateMySqlAzureDbForMySqlSyncTask.json|MigratePostgreSqlAzureDbForPostgreSqlSyncTask.json|MigrateSchemaSqlServerSqlDbTask.json|MigrateSqlServerSqlDbSyncTask.json|MigrateSqlServerSqlDbTask.json|MigrateSqlServerSqlMiSyncTask.json|MigrateSqlServerSqlMITask.json|MigrateSsisTask.json|MigrationValidation.json|MongoDbTasks.json|OracleAzureDbPostgreSqlSyncTask.json|Projects.json|ResourceSkus.json|ServiceFeatureOCITask.json|Services.json|ServiceTasks.json|Tasks.json|TasksCommon.json|ValidateMigrationInputSqlServerSqlMiSyncTask.json|ValidateMigrationInputSqlServerSqlMITask.json|ValidateSyncMigrationInputSqlServerTask.json"
"datamigration/resource-manager/Microsoft.DataMigration/DataMigration/preview/2025-03-15-preview","","","datamigration","Microsoft.DataMigration/DataMigration","2025-03-15-preview","preview","mgmt","False","Brownfield","2025-09-26","datamigration.json|sqlmigration.json"
"datamigration/resource-manager/Microsoft.DataMigration/DataMigration/preview/2025-03-15-preview/definitions","","","datamigration","Microsoft.DataMigration/DataMigration","2025-03-15-preview","preview","mgmt","False","Brownfield","2025-09-26","Commands.json|Common.json|ConnectToSourceMySqlTask.json|ConnectToSourcePostgreSqlSyncTask.json|ConnectToSourceSqlServerTask.json|ConnectToTargetAzureDbForMySqlTask.json|ConnectToTargetAzureDbForPostgreSqlSyncTask.json|ConnectToTargetSqlDbTask.json|ConnectToTargetSqlMiSyncTask.json|ConnectToTargetSqlMITask.json|ConnectToTargetSqlSqlDbSyncTask.json|Files.json|GetTdeCertificatesSqlTask.json|GetUserTablesMySqlTask.json|GetUserTablesSqlSyncTask.json|GetUserTablesSqlTask.json|MigrateMySqlAzureDbForMySqlOfflineTask.json|MigrateMySqlAzureDbForMySqlSyncTask.json|MigratePostgreSqlAzureDbForPostgreSqlSyncTask.json|MigrateSchemaSqlServerSqlDbTask.json|MigrateSqlServerSqlDbSyncTask.json|MigrateSqlServerSqlDbTask.json|MigrateSqlServerSqlMiSyncTask.json|MigrateSqlServerSqlMITask.json|MigrateSsisTask.json|MigrationValidation.json|MongoDbTasks.json|OracleAzureDbPostgreSqlSyncTask.json|Projects.json|ResourceSkus.json|ServiceFeatureOCITask.json|Services.json|ServiceTasks.json|Tasks.json|TasksCommon.json|ValidateMigrationInputSqlServerSqlMiSyncTask.json|ValidateMigrationInputSqlServerSqlMITask.json|ValidateSyncMigrationInputSqlServerTask.json"
"datamigration/resource-manager/Microsoft.DataMigration/DataMigration/preview/2025-09-01-preview","","","datamigration","Microsoft.DataMigration/DataMigration","2025-09-01-preview","preview","mgmt","False","Brownfield","2025-09-26","datamigration.json|sqlmigration.json"
"datamigration/resource-manager/Microsoft.DataMigration/DataMigration/preview/2025-09-01-preview/definitions","","","datamigration","Microsoft.DataMigration/DataMigration","2025-09-01-preview","preview","mgmt","False","Brownfield","2025-09-26","Commands.json|Common.json|ConnectToSourceMySqlTask.json|ConnectToSourcePostgreSqlSyncTask.json|ConnectToSourceSqlServerTask.json|ConnectToTargetAzureDbForMySqlTask.json|ConnectToTargetAzureDbForPostgreSqlSyncTask.json|ConnectToTargetSqlDbTask.json|ConnectToTargetSqlMiSyncTask.json|ConnectToTargetSqlMITask.json|ConnectToTargetSqlSqlDbSyncTask.json|Files.json|GetTdeCertificatesSqlTask.json|GetUserTablesMySqlTask.json|GetUserTablesSqlSyncTask.json|GetUserTablesSqlTask.json|MigrateMySqlAzureDbForMySqlOfflineTask.json|MigrateMySqlAzureDbForMySqlSyncTask.json|MigratePostgreSqlAzureDbForPostgreSqlSyncTask.json|MigrateSchemaSqlServerSqlDbTask.json|MigrateSqlServerSqlDbSyncTask.json|MigrateSqlServerSqlDbTask.json|MigrateSqlServerSqlMiSyncTask.json|MigrateSqlServerSqlMITask.json|MigrateSsisTask.json|MigrationValidation.json|MongoDbTasks.json|OracleAzureDbPostgreSqlSyncTask.json|Projects.json|ResourceSkus.json|ServiceFeatureOCITask.json|Services.json|ServiceTasks.json|Tasks.json|TasksCommon.json|ValidateMigrationInputSqlServerSqlMiSyncTask.json|ValidateMigrationInputSqlServerSqlMITask.json|ValidateSyncMigrationInputSqlServerTask.json"
"datamigration/resource-manager/Microsoft.DataMigration/DataMigration/stable/2018-04-19","","","datamigration","Microsoft.DataMigration/DataMigration","2018-04-19","stable","mgmt","False","Brownfield","2025-09-26","datamigration.json"
"datamigration/resource-manager/Microsoft.DataMigration/DataMigration/stable/2018-04-19/definitions","","","datamigration","Microsoft.DataMigration/DataMigration","2018-04-19","stable","mgmt","False","Brownfield","2025-09-26","Commands.json|Common.json|ConnectToSourceMySqlTask.json|ConnectToSourcePostgreSqlSyncTask.json|ConnectToSourceSqlServerTask.json|ConnectToTargetAzureDbForMySqlTask.json|ConnectToTargetAzureDbForPostgreSqlSyncTask.json|ConnectToTargetSqlDbTask.json|ConnectToTargetSqlMiSyncTask.json|ConnectToTargetSqlMITask.json|ConnectToTargetSqlSqlDbSyncTask.json|GetTdeCertificatesSqlTask.json|GetUserTablesSqlSyncTask.json|GetUserTablesSqlTask.json|MigrateMySqlAzureDbForMySqlSyncTask.json|MigratePostgreSqlAzureDbForPostgreSqlSyncTask.json|MigrateSqlServerSqlDbSyncTask.json|MigrateSqlServerSqlDbTask.json|MigrateSqlServerSqlMiSyncTask.json|MigrateSqlServerSqlMITask.json|MigrationValidation.json|Projects.json|ResourceSkus.json|Services.json|Tasks.json|TasksCommon.json|ValidateMigrationInputSqlServerSqlMiSyncTask.json|ValidateMigrationInputSqlServerSqlMITask.json|ValidateSyncMigrationInputSqlServerTask.json"
"datamigration/resource-manager/Microsoft.DataMigration/DataMigration/stable/2021-06-30","","","datamigration","Microsoft.DataMigration/DataMigration","2021-06-30","stable","mgmt","False","Brownfield","2025-09-26","datamigration.json"
"datamigration/resource-manager/Microsoft.DataMigration/DataMigration/stable/2021-06-30/definitions","","","datamigration","Microsoft.DataMigration/DataMigration","2021-06-30","stable","mgmt","False","Brownfield","2025-09-26","Commands.json|Common.json|ConnectToSourceMySqlTask.json|ConnectToSourcePostgreSqlSyncTask.json|ConnectToSourceSqlServerTask.json|ConnectToTargetAzureDbForMySqlTask.json|ConnectToTargetAzureDbForPostgreSqlSyncTask.json|ConnectToTargetSqlDbTask.json|ConnectToTargetSqlMiSyncTask.json|ConnectToTargetSqlMITask.json|ConnectToTargetSqlSqlDbSyncTask.json|Files.json|GetTdeCertificatesSqlTask.json|GetUserTablesMySqlTask.json|GetUserTablesSqlSyncTask.json|GetUserTablesSqlTask.json|MigrateMySqlAzureDbForMySqlOfflineTask.json|MigrateMySqlAzureDbForMySqlSyncTask.json|MigratePostgreSqlAzureDbForPostgreSqlSyncTask.json|MigrateSchemaSqlServerSqlDbTask.json|MigrateSqlServerSqlDbSyncTask.json|MigrateSqlServerSqlDbTask.json|MigrateSqlServerSqlMiSyncTask.json|MigrateSqlServerSqlMITask.json|MigrateSsisTask.json|MigrationValidation.json|MongoDbTasks.json|OracleAzureDbPostgreSqlSyncTask.json|Projects.json|ResourceSkus.json|ServiceFeatureOCITask.json|Services.json|ServiceTasks.json|Tasks.json|TasksCommon.json|ValidateMigrationInputSqlServerSqlMiSyncTask.json|ValidateMigrationInputSqlServerSqlMITask.json|ValidateSyncMigrationInputSqlServerTask.json"
"datamigration/resource-manager/Microsoft.DataMigration/DataMigration/stable/2025-06-30","","","datamigration","Microsoft.DataMigration/DataMigration","2025-06-30","stable","mgmt","False","Brownfield","2025-09-26","datamigration.json|sqlmigration.json"
"datamigration/resource-manager/Microsoft.DataMigration/DataMigration/stable/2025-06-30/definitions","","","datamigration","Microsoft.DataMigration/DataMigration","2025-06-30","stable","mgmt","False","Brownfield","2025-09-26","Commands.json|Common.json|ConnectToSourceMySqlTask.json|ConnectToSourcePostgreSqlSyncTask.json|ConnectToSourceSqlServerTask.json|ConnectToTargetAzureDbForMySqlTask.json|ConnectToTargetAzureDbForPostgreSqlSyncTask.json|ConnectToTargetSqlDbTask.json|ConnectToTargetSqlMiSyncTask.json|ConnectToTargetSqlMITask.json|ConnectToTargetSqlSqlDbSyncTask.json|Files.json|GetTdeCertificatesSqlTask.json|GetUserTablesMySqlTask.json|GetUserTablesSqlSyncTask.json|GetUserTablesSqlTask.json|MigrateMySqlAzureDbForMySqlOfflineTask.json|MigrateMySqlAzureDbForMySqlSyncTask.json|MigratePostgreSqlAzureDbForPostgreSqlSyncTask.json|MigrateSchemaSqlServerSqlDbTask.json|MigrateSqlServerSqlDbSyncTask.json|MigrateSqlServerSqlDbTask.json|MigrateSqlServerSqlMiSyncTask.json|MigrateSqlServerSqlMITask.json|MigrateSsisTask.json|MigrationValidation.json|MongoDbTasks.json|OracleAzureDbPostgreSqlSyncTask.json|Projects.json|ResourceSkus.json|ServiceFeatureOCITask.json|Services.json|ServiceTasks.json|Tasks.json|TasksCommon.json|ValidateMigrationInputSqlServerSqlMiSyncTask.json|ValidateMigrationInputSqlServerSqlMITask.json|ValidateSyncMigrationInputSqlServerTask.json"
"dataprotection/resource-manager/Microsoft.DataProtection/DataProtection/preview/2021-02-01-preview","","","dataprotection","Microsoft.DataProtection/DataProtection","2021-02-01-preview","preview","mgmt","False","Brownfield","2025-09-12","dataprotection.json"
"dataprotection/resource-manager/Microsoft.DataProtection/DataProtection/preview/2021-06-01-preview","","","dataprotection","Microsoft.DataProtection/DataProtection","2021-06-01-preview","preview","mgmt","False","Brownfield","2025-09-12","dataprotection.json"
"dataprotection/resource-manager/Microsoft.DataProtection/DataProtection/preview/2021-10-01-preview","","","dataprotection","Microsoft.DataProtection/DataProtection","2021-10-01-preview","preview","mgmt","False","Brownfield","2025-09-12","dataprotection.json"
"dataprotection/resource-manager/Microsoft.DataProtection/DataProtection/preview/2021-12-01-preview","","","dataprotection","Microsoft.DataProtection/DataProtection","2021-12-01-preview","preview","mgmt","False","Brownfield","2025-09-12","dataprotection.json"
"dataprotection/resource-manager/Microsoft.DataProtection/DataProtection/preview/2022-02-01-preview","","","dataprotection","Microsoft.DataProtection/DataProtection","2022-02-01-preview","preview","mgmt","False","Brownfield","2025-09-12","dataprotection.json"
"dataprotection/resource-manager/Microsoft.DataProtection/DataProtection/preview/2022-03-31-preview","","","dataprotection","Microsoft.DataProtection/DataProtection","2022-03-31-preview","preview","mgmt","False","Brownfield","2025-09-12","dataprotection.json"
"dataprotection/resource-manager/Microsoft.DataProtection/DataProtection/preview/2022-09-01-preview","","","dataprotection","Microsoft.DataProtection/DataProtection","2022-09-01-preview","preview","mgmt","False","Brownfield","2025-09-12","dataprotection.json"
"dataprotection/resource-manager/Microsoft.DataProtection/DataProtection/preview/2022-10-01-preview","","","dataprotection","Microsoft.DataProtection/DataProtection","2022-10-01-preview","preview","mgmt","False","Brownfield","2025-09-12","dataprotection.json"
"dataprotection/resource-manager/Microsoft.DataProtection/DataProtection/preview/2022-11-01-preview","","","dataprotection","Microsoft.DataProtection/DataProtection","2022-11-01-preview","preview","mgmt","False","Brownfield","2025-09-12","dataprotection.json"
"dataprotection/resource-manager/Microsoft.DataProtection/DataProtection/preview/2023-04-01-preview","","","dataprotection","Microsoft.DataProtection/DataProtection","2023-04-01-preview","preview","mgmt","False","Brownfield","2025-09-12","dataprotection.json"
"dataprotection/resource-manager/Microsoft.DataProtection/DataProtection/preview/2023-06-01-preview","","","dataprotection","Microsoft.DataProtection/DataProtection","2023-06-01-preview","preview","mgmt","False","Brownfield","2025-09-12","dataprotection.json"
"dataprotection/resource-manager/Microsoft.DataProtection/DataProtection/preview/2023-08-01-preview","","","dataprotection","Microsoft.DataProtection/DataProtection","2023-08-01-preview","preview","mgmt","False","Brownfield","2025-09-12","dataprotection.json"
"dataprotection/resource-manager/Microsoft.DataProtection/DataProtection/preview/2024-02-01-preview","","","dataprotection","Microsoft.DataProtection/DataProtection","2024-02-01-preview","preview","mgmt","False","Brownfield","2025-09-12","dataprotection.json"
"dataprotection/resource-manager/Microsoft.DataProtection/DataProtection/stable/2021-01-01","","","dataprotection","Microsoft.DataProtection/DataProtection","2021-01-01","stable","mgmt","False","Brownfield","2025-09-12","dataprotection.json"
"dataprotection/resource-manager/Microsoft.DataProtection/DataProtection/stable/2021-07-01","","","dataprotection","Microsoft.DataProtection/DataProtection","2021-07-01","stable","mgmt","False","Brownfield","2025-09-12","dataprotection.json"
"dataprotection/resource-manager/Microsoft.DataProtection/DataProtection/stable/2022-01-01","","","dataprotection","Microsoft.DataProtection/DataProtection","2022-01-01","stable","mgmt","False","Brownfield","2025-09-12","dataprotection.json"
"dataprotection/resource-manager/Microsoft.DataProtection/DataProtection/stable/2022-03-01","","","dataprotection","Microsoft.DataProtection/DataProtection","2022-03-01","stable","mgmt","False","Brownfield","2025-09-12","dataprotection.json"
"dataprotection/resource-manager/Microsoft.DataProtection/DataProtection/stable/2022-04-01","","","dataprotection","Microsoft.DataProtection/DataProtection","2022-04-01","stable","mgmt","False","Brownfield","2025-09-12","dataprotection.json"
"dataprotection/resource-manager/Microsoft.DataProtection/DataProtection/stable/2022-05-01","","","dataprotection","Microsoft.DataProtection/DataProtection","2022-05-01","stable","mgmt","False","Brownfield","2025-09-12","dataprotection.json"
"dataprotection/resource-manager/Microsoft.DataProtection/DataProtection/stable/2022-12-01","","","dataprotection","Microsoft.DataProtection/DataProtection","2022-12-01","stable","mgmt","False","Brownfield","2025-09-12","dataprotection.json"
"dataprotection/resource-manager/Microsoft.DataProtection/DataProtection/stable/2023-01-01","","","dataprotection","Microsoft.DataProtection/DataProtection","2023-01-01","stable","mgmt","False","Brownfield","2025-09-12","dataprotection.json"
"dataprotection/resource-manager/Microsoft.DataProtection/DataProtection/stable/2023-05-01","","","dataprotection","Microsoft.DataProtection/DataProtection","2023-05-01","stable","mgmt","False","Brownfield","2025-09-12","dataprotection.json"
"dataprotection/resource-manager/Microsoft.DataProtection/DataProtection/stable/2023-11-01","","","dataprotection","Microsoft.DataProtection/DataProtection","2023-11-01","stable","mgmt","False","Brownfield","2025-09-12","dataprotection.json"
"dataprotection/resource-manager/Microsoft.DataProtection/DataProtection/stable/2023-12-01","","","dataprotection","Microsoft.DataProtection/DataProtection","2023-12-01","stable","mgmt","False","Brownfield","2025-09-12","dataprotection.json"
"dataprotection/resource-manager/Microsoft.DataProtection/DataProtection/stable/2024-03-01","","","dataprotection","Microsoft.DataProtection/DataProtection","2024-03-01","stable","mgmt","False","Brownfield","2025-09-12","dataprotection.json"
"dataprotection/resource-manager/Microsoft.DataProtection/DataProtection/stable/2024-04-01","","","dataprotection","Microsoft.DataProtection/DataProtection","2024-04-01","stable","mgmt","False","Brownfield","2025-09-12","dataprotection.json"
"dataprotection/resource-manager/Microsoft.DataProtection/DataProtection/stable/2025-01-01","","","dataprotection","Microsoft.DataProtection/DataProtection","2025-01-01","stable","mgmt","False","Brownfield","2025-09-12","dataprotection.json"
