"Package","VersionGA","VersionPreview","DisplayName","ServiceName","RepoPath","MSDocs","GHDocs","Type","New","PlannedVersions","LatestGADate","FirstGADate","Support","EOLDate","Hide","Replace","ReplaceGuide","MSDocService","ServiceId","Notes"
"services/resourcehealth/mgmt/2020-05-01","66.0.0","","","","https://github.com/Azure/azure-sdk-for-go/tree/vitem.Version","NA","NA","mgmt","false","","","","deprecated","9/30/2023","","sdk/resourcemanager/resourcehealth/armresourcehealth","https://aka.ms/azsdk/golang/t2/migration","","",""
"services/resourcemover/mgmt/2021-01-01","66.0.0","","","","https://github.com/Azure/azure-sdk-for-go/tree/vitem.Version","NA","NA","mgmt","false","","","","deprecated","9/30/2023","","sdk/resourcemanager/resourcemover/armresourcemover","https://aka.ms/azsdk/golang/t2/migration","","",""
"services/resources/mgmt/2015-01-01","66.0.0","","","","https://github.com/Azure/azure-sdk-for-go/tree/vitem.Version","NA","NA","mgmt","false","","","","deprecated","9/30/2023","","sdk/resourcemanager/resources/armresources","https://aka.ms/azsdk/golang/t2/migration","","",""
"services/resources/mgmt/2015-11-01","66.0.0","","","","https://github.com/Azure/azure-sdk-for-go/tree/vitem.Version","NA","NA","mgmt","false","","","","deprecated","9/30/2023","","sdk/resourcemanager/resources/armresources","https://aka.ms/azsdk/golang/t2/migration","","",""
"services/resources/mgmt/2015-12-01","66.0.0","","","","https://github.com/Azure/azure-sdk-for-go/tree/vitem.Version","NA","NA","mgmt","false","","","","deprecated","9/30/2023","","sdk/resourcemanager/resources/armresources","https://aka.ms/azsdk/golang/t2/migration","","",""
"services/resources/mgmt/2016-02-01","66.0.0","","","","https://github.com/Azure/azure-sdk-for-go/tree/vitem.Version","NA","NA","mgmt","false","","","","deprecated","9/30/2023","","sdk/resourcemanager/resources/armresources","https://aka.ms/azsdk/golang/t2/migration","","",""
"services/resources/mgmt/2016-04-01","66.0.0","","","","https://github.com/Azure/azure-sdk-for-go/tree/vitem.Version","NA","NA","mgmt","false","","","","deprecated","9/30/2023","","sdk/resourcemanager/resources/armresources","https://aka.ms/azsdk/golang/t2/migration","","",""
"services/resources/mgmt/2016-06-01","66.0.0","","","","https://github.com/Azure/azure-sdk-for-go/tree/vitem.Version","NA","NA","mgmt","false","","","","deprecated","9/30/2023","","sdk/resourcemanager/resources/armresources","https://aka.ms/azsdk/golang/t2/migration","","",""
"services/resources/mgmt/2016-07-01","66.0.0","","","","https://github.com/Azure/azure-sdk-for-go/tree/vitem.Version","NA","NA","mgmt","false","","","","deprecated","9/30/2023","","sdk/resourcemanager/resources/armresources","https://aka.ms/azsdk/golang/t2/migration","","",""
"services/resources/mgmt/2016-09-01","66.0.0","","","","https://github.com/Azure/azure-sdk-for-go/tree/vitem.Version","NA","NA","mgmt","false","","","","deprecated","9/30/2023","","sdk/resourcemanager/resources/armresources","https://aka.ms/azsdk/golang/t2/migration","","",""
"services/resources/mgmt/2016-12-01","66.0.0","","","","https://github.com/Azure/azure-sdk-for-go/tree/vitem.Version","NA","NA","mgmt","false","","","","deprecated","9/30/2023","","sdk/resourcemanager/resources/armresources","https://aka.ms/azsdk/golang/t2/migration","","",""
"services/resources/mgmt/2017-05-10","66.0.0","","","","https://github.com/Azure/azure-sdk-for-go/tree/vitem.Version","NA","NA","mgmt","false","","","","deprecated","9/30/2023","","sdk/resourcemanager/resources/armresources","https://aka.ms/azsdk/golang/t2/migration","","",""
"services/resources/mgmt/2017-09-01","66.0.0","","","","https://github.com/Azure/azure-sdk-for-go/tree/vitem.Version","NA","NA","mgmt","false","","","","deprecated","9/30/2023","","sdk/resourcemanager/resources/armresources","https://aka.ms/azsdk/golang/t2/migration","","",""
"services/resources/mgmt/2018-02-01","66.0.0","","","","https://github.com/Azure/azure-sdk-for-go/tree/vitem.Version","NA","NA","mgmt","false","","","","deprecated","9/30/2023","","sdk/resourcemanager/resources/armresources","https://aka.ms/azsdk/golang/t2/migration","","",""
"services/resources/mgmt/2018-03-01","66.0.0","","","","https://github.com/Azure/azure-sdk-for-go/tree/vitem.Version","NA","NA","mgmt","false","","","","deprecated","9/30/2023","","sdk/resourcemanager/resources/armresources","https://aka.ms/azsdk/golang/t2/migration","","",""
"services/resources/mgmt/2018-05-01","66.0.0","","","","https://github.com/Azure/azure-sdk-for-go/tree/vitem.Version","NA","NA","mgmt","false","","","","deprecated","9/30/2023","","sdk/resourcemanager/resources/armresources","https://aka.ms/azsdk/golang/t2/migration","","",""
"services/resources/mgmt/2018-06-01","66.0.0","","","","https://github.com/Azure/azure-sdk-for-go/tree/vitem.Version","NA","NA","mgmt","false","","","","deprecated","9/30/2023","","sdk/resourcemanager/resources/armresources","https://aka.ms/azsdk/golang/t2/migration","","",""
"services/resources/mgmt/2019-01-01","66.0.0","","","","https://github.com/Azure/azure-sdk-for-go/tree/vitem.Version","NA","NA","mgmt","false","","","","deprecated","9/30/2023","","sdk/resourcemanager/resources/armresources","https://aka.ms/azsdk/golang/t2/migration","","",""
"services/resources/mgmt/2019-03-01","66.0.0","","","","https://github.com/Azure/azure-sdk-for-go/tree/vitem.Version","NA","NA","mgmt","false","","","","deprecated","9/30/2023","","sdk/resourcemanager/resources/armresources","https://aka.ms/azsdk/golang/t2/migration","","",""
"services/resources/mgmt/2019-05-01","66.0.0","","","","https://github.com/Azure/azure-sdk-for-go/tree/vitem.Version","NA","NA","mgmt","false","","","","deprecated","9/30/2023","","sdk/resourcemanager/resources/armresources","https://aka.ms/azsdk/golang/t2/migration","","",""
"services/resources/mgmt/2019-06-01","66.0.0","","","","https://github.com/Azure/azure-sdk-for-go/tree/vitem.Version","NA","NA","mgmt","false","","","","deprecated","9/30/2023","","sdk/resourcemanager/resources/armresources","https://aka.ms/azsdk/golang/t2/migration","","",""
"services/resources/mgmt/2019-07-01","66.0.0","","","","https://github.com/Azure/azure-sdk-for-go/tree/vitem.Version","NA","NA","mgmt","false","","","","deprecated","9/30/2023","","sdk/resourcemanager/resources/armresources","https://aka.ms/azsdk/golang/t2/migration","","",""
"services/resources/mgmt/2019-09-01","66.0.0","","","","https://github.com/Azure/azure-sdk-for-go/tree/vitem.Version","NA","NA","mgmt","false","","","","deprecated","9/30/2023","","sdk/resourcemanager/resources/armresources","https://aka.ms/azsdk/golang/t2/migration","","",""
"services/resources/mgmt/2019-10-01","66.0.0","","","","https://github.com/Azure/azure-sdk-for-go/tree/vitem.Version","NA","NA","mgmt","false","","","","deprecated","9/30/2023","","sdk/resourcemanager/resources/armresources","https://aka.ms/azsdk/golang/t2/migration","","",""
"services/resources/mgmt/2019-11-01","66.0.0","","","","https://github.com/Azure/azure-sdk-for-go/tree/vitem.Version","NA","NA","mgmt","false","","","","deprecated","9/30/2023","","sdk/resourcemanager/resources/armresources","https://aka.ms/azsdk/golang/t2/migration","","",""
"services/resources/mgmt/2020-02-01","66.0.0","","","","https://github.com/Azure/azure-sdk-for-go/tree/vitem.Version","NA","NA","mgmt","false","","","","deprecated","9/30/2023","","sdk/resourcemanager/resources/armresources","https://aka.ms/azsdk/golang/t2/migration","","",""
"services/resources/mgmt/2020-05-01","66.0.0","","","","https://github.com/Azure/azure-sdk-for-go/tree/vitem.Version","NA","NA","mgmt","false","","","","deprecated","9/30/2023","","sdk/resourcemanager/resources/armresources","https://aka.ms/azsdk/golang/t2/migration","","",""
"services/resources/mgmt/2020-06-01","66.0.0","","","","https://github.com/Azure/azure-sdk-for-go/tree/vitem.Version","NA","NA","mgmt","false","","","","deprecated","9/30/2023","","sdk/resourcemanager/resources/armresources","https://aka.ms/azsdk/golang/t2/migration","","",""
"services/resources/mgmt/2020-10-01","66.0.0","","","","https://github.com/Azure/azure-sdk-for-go/tree/vitem.Version","NA","NA","mgmt","false","","","","deprecated","9/30/2023","","sdk/resourcemanager/resources/armresources","https://aka.ms/azsdk/golang/t2/migration","","",""
"services/resources/mgmt/2021-01-01","66.0.0","","","","https://github.com/Azure/azure-sdk-for-go/tree/vitem.Version","NA","NA","mgmt","false","","","","deprecated","9/30/2023","","sdk/resourcemanager/resources/armresources","https://aka.ms/azsdk/golang/t2/migration","","",""
"services/resources/mgmt/2021-07-01","66.0.0","","","","https://github.com/Azure/azure-sdk-for-go/tree/vitem.Version","NA","NA","mgmt","false","","","","deprecated","9/30/2023","","sdk/resourcemanager/resources/armresources","https://aka.ms/azsdk/golang/t2/migration","","",""
"services/scheduler/mgmt/2016-01-01","66.0.0","","","","https://github.com/Azure/azure-sdk-for-go/tree/vitem.Version","NA","NA","mgmt","false","","","","deprecated","9/30/2023","","sdk/resourcemanager/scheduler/armscheduler","https://aka.ms/azsdk/golang/t2/migration","","",""
"services/scheduler/mgmt/2016-03-01","66.0.0","","","","https://github.com/Azure/azure-sdk-for-go/tree/vitem.Version","NA","NA","mgmt","false","","","","deprecated","9/30/2023","","sdk/resourcemanager/scheduler/armscheduler","https://aka.ms/azsdk/golang/t2/migration","","",""
"services/search/mgmt/2015-02-28","66.0.0","","","","https://github.com/Azure/azure-sdk-for-go/tree/vitem.Version","NA","NA","mgmt","false","","","","deprecated","9/30/2023","","sdk/resourcemanager/search/armsearch","https://aka.ms/azsdk/golang/t2/migration","","",""
"services/search/mgmt/2015-08-19","66.0.0","","","","https://github.com/Azure/azure-sdk-for-go/tree/vitem.Version","NA","NA","mgmt","false","","","","deprecated","9/30/2023","","sdk/resourcemanager/search/armsearch","https://aka.ms/azsdk/golang/t2/migration","","",""
"services/search/mgmt/2020-03-13","66.0.0","","","","https://github.com/Azure/azure-sdk-for-go/tree/vitem.Version","NA","NA","mgmt","false","","","","deprecated","9/30/2023","","sdk/resourcemanager/search/armsearch","https://aka.ms/azsdk/golang/t2/migration","","",""
"services/search/mgmt/2020-08-01","66.0.0","","","","https://github.com/Azure/azure-sdk-for-go/tree/vitem.Version","NA","NA","mgmt","false","","","","deprecated","9/30/2023","","sdk/resourcemanager/search/armsearch","https://aka.ms/azsdk/golang/t2/migration","","",""
"services/securityinsight/mgmt/2020-01-01","66.0.0","","","","https://github.com/Azure/azure-sdk-for-go/tree/vitem.Version","NA","NA","mgmt","false","","","","deprecated","9/30/2023","","sdk/resourcemanager/securityinsights/armsecurityinsights","https://aka.ms/azsdk/golang/t2/migration","","",""
"services/serialconsole/mgmt/2018-05-01","66.0.0","","","","https://github.com/Azure/azure-sdk-for-go/tree/vitem.Version","NA","NA","mgmt","false","","","","deprecated","9/30/2023","","sdk/resourcemanager/serialconsole/armserialconsole","https://aka.ms/azsdk/golang/t2/migration","","",""
"services/servicebus/mgmt/2015-08-01","66.0.0","","","","https://github.com/Azure/azure-sdk-for-go/tree/vitem.Version","NA","NA","mgmt","false","","","","deprecated","9/30/2023","","sdk/resourcemanager/servicebus/armservicebus","https://aka.ms/azsdk/golang/t2/migration","","",""
"services/servicebus/mgmt/2017-04-01","66.0.0","","","","https://github.com/Azure/azure-sdk-for-go/tree/vitem.Version","NA","NA","mgmt","false","","","","deprecated","9/30/2023","","sdk/resourcemanager/servicebus/armservicebus","https://aka.ms/azsdk/golang/t2/migration","","",""
"services/servicefabric/mgmt/2016-09-01","66.0.0","","","","https://github.com/Azure/azure-sdk-for-go/tree/vitem.Version","NA","NA","mgmt","false","","","","deprecated","9/30/2023","","sdk/resourcemanager/servicefabric/armservicefabric","https://aka.ms/azsdk/golang/t2/migration","","",""
"services/servicefabric/mgmt/2019-03-01","66.0.0","","","","https://github.com/Azure/azure-sdk-for-go/tree/vitem.Version","NA","NA","mgmt","false","","","","deprecated","9/30/2023","","sdk/resourcemanager/servicefabric/armservicefabric","https://aka.ms/azsdk/golang/t2/migration","","",""
"services/servicefabric/mgmt/2021-06-01","66.0.0","","","","https://github.com/Azure/azure-sdk-for-go/tree/vitem.Version","NA","NA","mgmt","false","","","","deprecated","9/30/2023","","sdk/resourcemanager/servicefabric/armservicefabric","https://aka.ms/azsdk/golang/t2/migration","","",""
"services/signalr/mgmt/2018-10-01","66.0.0","","","","https://github.com/Azure/azure-sdk-for-go/tree/vitem.Version","NA","NA","mgmt","false","","","","deprecated","9/30/2023","","sdk/resourcemanager/signalr/armsignalr","https://aka.ms/azsdk/golang/t2/migration","","",""
"services/signalr/mgmt/2020-05-01","66.0.0","","","","https://github.com/Azure/azure-sdk-for-go/tree/vitem.Version","NA","NA","mgmt","false","","","","deprecated","9/30/2023","","sdk/resourcemanager/signalr/armsignalr","https://aka.ms/azsdk/golang/t2/migration","","",""
"services/sql/mgmt/2014-04-01","66.0.0","","","","https://github.com/Azure/azure-sdk-for-go/tree/vitem.Version","NA","NA","mgmt","false","","","","deprecated","9/30/2023","","sdk/resourcemanager/sql/armsql","https://aka.ms/azsdk/golang/t2/migration","","",""
"services/storage/mgmt/2015-06-15","66.0.0","","","","https://github.com/Azure/azure-sdk-for-go/tree/vitem.Version","NA","NA","mgmt","false","","","","deprecated","9/30/2023","","sdk/resourcemanager/storage/armstorage","https://aka.ms/azsdk/golang/t2/migration","","",""
"services/storage/mgmt/2016-01-01","66.0.0","","","","https://github.com/Azure/azure-sdk-for-go/tree/vitem.Version","NA","NA","mgmt","false","","","","deprecated","9/30/2023","","sdk/resourcemanager/storage/armstorage","https://aka.ms/azsdk/golang/t2/migration","","",""
"services/storage/mgmt/2016-05-01","66.0.0","","","","https://github.com/Azure/azure-sdk-for-go/tree/vitem.Version","NA","NA","mgmt","false","","","","deprecated","9/30/2023","","sdk/resourcemanager/storage/armstorage","https://aka.ms/azsdk/golang/t2/migration","","",""
"services/storage/mgmt/2016-12-01","66.0.0","","","","https://github.com/Azure/azure-sdk-for-go/tree/vitem.Version","NA","NA","mgmt","false","","","","deprecated","9/30/2023","","sdk/resourcemanager/storage/armstorage","https://aka.ms/azsdk/golang/t2/migration","","",""
"services/storage/mgmt/2017-06-01","66.0.0","","","","https://github.com/Azure/azure-sdk-for-go/tree/vitem.Version","NA","NA","mgmt","false","","","","deprecated","9/30/2023","","sdk/resourcemanager/storage/armstorage","https://aka.ms/azsdk/golang/t2/migration","","",""
"services/storage/mgmt/2017-10-01","66.0.0","","","","https://github.com/Azure/azure-sdk-for-go/tree/vitem.Version","NA","NA","mgmt","false","","","","deprecated","9/30/2023","","sdk/resourcemanager/storage/armstorage","https://aka.ms/azsdk/golang/t2/migration","","",""
"services/storage/mgmt/2018-02-01","66.0.0","","","","https://github.com/Azure/azure-sdk-for-go/tree/vitem.Version","NA","NA","mgmt","false","","","","deprecated","9/30/2023","","sdk/resourcemanager/storage/armstorage","https://aka.ms/azsdk/golang/t2/migration","","",""
"services/storage/mgmt/2018-11-01","66.0.0","","","","https://github.com/Azure/azure-sdk-for-go/tree/vitem.Version","NA","NA","mgmt","false","","","","deprecated","9/30/2023","","sdk/resourcemanager/storage/armstorage","https://aka.ms/azsdk/golang/t2/migration","","",""
"services/storage/mgmt/2019-04-01","66.0.0","","","","https://github.com/Azure/azure-sdk-for-go/tree/vitem.Version","NA","NA","mgmt","false","","","","deprecated","9/30/2023","","sdk/resourcemanager/storage/armstorage","https://aka.ms/azsdk/golang/t2/migration","","",""
"services/storage/mgmt/2019-06-01","66.0.0","","","","https://github.com/Azure/azure-sdk-for-go/tree/vitem.Version","NA","NA","mgmt","false","","","","deprecated","9/30/2023","","sdk/resourcemanager/storage/armstorage","https://aka.ms/azsdk/golang/t2/migration","","",""
"services/storage/mgmt/2021-01-01","66.0.0","","","","https://github.com/Azure/azure-sdk-for-go/tree/vitem.Version","NA","NA","mgmt","false","","","","deprecated","9/30/2023","","sdk/resourcemanager/storage/armstorage","https://aka.ms/azsdk/golang/t2/migration","","",""
"services/storage/mgmt/2021-02-01","66.0.0","","","","https://github.com/Azure/azure-sdk-for-go/tree/vitem.Version","NA","NA","mgmt","false","","","","deprecated","9/30/2023","","sdk/resourcemanager/storage/armstorage","https://aka.ms/azsdk/golang/t2/migration","","",""
"services/storage/mgmt/2021-04-01","66.0.0","","","","https://github.com/Azure/azure-sdk-for-go/tree/vitem.Version","NA","NA","mgmt","false","","","","deprecated","9/30/2023","","sdk/resourcemanager/storage/armstorage","https://aka.ms/azsdk/golang/t2/migration","","",""
